run,config,image,length,depth,kind,band
A_dice_s0,A_dice,01,3,1.414,intact,Q1_dimmest
A_dice_s0,A_dice,01,3,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q2
A_dice_s0,A_dice,01,3,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,6,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,7,7.28,intact,Q1_dimmest
A_dice_s0,A_dice,01,3,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,3,1.0,intact,Q2
A_dice_s0,A_dice,01,6,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,severs,Q1_dimmest
A_dice_s0,A_dice,01,10,5.0,severs,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q2
A_dice_s0,A_dice,01,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,3,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,55,25.06,intact,Q1_dimmest
A_dice_s0,A_dice,01,13,8.944,intact,Q1_dimmest
A_dice_s0,A_dice,01,11,6.708,intact,Q3
A_dice_s0,A_dice,01,9,8.944,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q3
A_dice_s0,A_dice,01,8,2.828,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,2.0,absent,Q1_dimmest
A_dice_s0,A_dice,01,7,6.083,intact,Q2
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,6,3.606,intact,Q1_dimmest
A_dice_s0,A_dice,01,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q2
A_dice_s0,A_dice,01,1,1.0,intact,Q2
A_dice_s0,A_dice,01,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,15,7.071,intact,Q2
A_dice_s0,A_dice,01,1,1.0,intact,Q2
A_dice_s0,A_dice,01,3,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,4,4.243,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q2
A_dice_s0,A_dice,01,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,3,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q2
A_dice_s0,A_dice,01,9,5.657,severs,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,3,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,5,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,4,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q2
A_dice_s0,A_dice,01,7,2.236,severs,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q2
A_dice_s0,A_dice,01,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,27,26.401,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q2
A_dice_s0,A_dice,01,10,9.22,intact,Q2
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,13,7.28,severs,Q1_dimmest
A_dice_s0,A_dice,01,4,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,12,6.325,intact,Q1_dimmest
A_dice_s0,A_dice,01,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q3
A_dice_s0,A_dice,01,5,6.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,3,4.243,intact,Q1_dimmest
A_dice_s0,A_dice,01,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q2
A_dice_s0,A_dice,01,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,3,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,17,7.616,intact,Q2
A_dice_s0,A_dice,01,12,2.828,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q2
A_dice_s0,A_dice,01,2,2.0,intact,Q2
A_dice_s0,A_dice,01,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.414,intact,Q3
A_dice_s0,A_dice,01,9,9.849,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,19,6.708,severs,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,3,2.0,intact,Q3
A_dice_s0,A_dice,01,33,10.77,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q2
A_dice_s0,A_dice,01,1,1.0,intact,Q2
A_dice_s0,A_dice,01,4,4.243,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,severs,Q1_dimmest
A_dice_s0,A_dice,01,7,2.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q2
A_dice_s0,A_dice,01,1,1.0,intact,Q2
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,2,1.0,severs,Q1_dimmest
A_dice_s0,A_dice,01,7,7.0,intact,Q2
A_dice_s0,A_dice,01,1,1.0,intact,Q2
A_dice_s0,A_dice,01,3,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,14,7.0,intact,Q3
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q2
A_dice_s0,A_dice,01,1,1.0,intact,Q3
A_dice_s0,A_dice,01,1,1.0,intact,Q3
A_dice_s0,A_dice,01,10,5.0,severs,Q2
A_dice_s0,A_dice,01,6,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,15,2.236,intact,Q1_dimmest
A_dice_s0,A_dice,01,3,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q2
A_dice_s0,A_dice,01,6,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q2
A_dice_s0,A_dice,01,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q2
A_dice_s0,A_dice,01,9,3.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,4,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q3
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,4,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,12,6.325,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q3
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,10,8.246,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,7,6.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,18,3.162,severs,Q2
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q2
A_dice_s0,A_dice,01,1,1.0,intact,Q2
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q2
A_dice_s0,A_dice,01,22,13.038,intact,Q1_dimmest
A_dice_s0,A_dice,01,5,1.414,intact,Q1_dimmest
A_dice_s0,A_dice,01,4,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,8,7.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,6,3.162,intact,Q1_dimmest
A_dice_s0,A_dice,01,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,21,10.198,intact,Q1_dimmest
A_dice_s0,A_dice,01,4,4.123,intact,Q1_dimmest
A_dice_s0,A_dice,01,2,1.0,severs,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q2
A_dice_s0,A_dice,01,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q2
A_dice_s0,A_dice,01,1,1.0,intact,Q3
A_dice_s0,A_dice,01,3,2.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,4,4.243,intact,Q1_dimmest
A_dice_s0,A_dice,01,10,6.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q2
A_dice_s0,A_dice,01,1,1.0,intact,Q2
A_dice_s0,A_dice,01,7,1.414,intact,Q1_dimmest
A_dice_s0,A_dice,01,3,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,13,13.601,intact,Q1_dimmest
A_dice_s0,A_dice,01,31,16.763,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,6,1.414,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,7,7.211,intact,Q1_dimmest
A_dice_s0,A_dice,01,4,1.414,intact,Q1_dimmest
A_dice_s0,A_dice,01,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,19,12.083,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,7,1.414,intact,Q1_dimmest
A_dice_s0,A_dice,01,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,2,1.0,intact,Q3
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,5,5.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,15,5.657,severs,Q2
A_dice_s0,A_dice,01,9,5.0,severs,Q1_dimmest
A_dice_s0,A_dice,01,3,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,3,1.0,intact,Q3
A_dice_s0,A_dice,01,28,7.071,severs,Q2
A_dice_s0,A_dice,01,2,1.0,intact,Q2
A_dice_s0,A_dice,01,22,11.18,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,5,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,16,15.232,intact,Q1_dimmest
A_dice_s0,A_dice,01,4,3.0,intact,Q2
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,5,1.414,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q3
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,22,14.0,intact,Q2
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q2
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,17,17.263,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,3,2.0,intact,Q2
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,11,11.402,intact,Q1_dimmest
A_dice_s0,A_dice,01,5,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,2,1.0,intact,Q2
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q2
A_dice_s0,A_dice,01,1,1.0,intact,Q2
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,3,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,9,9.055,intact,Q1_dimmest
A_dice_s0,A_dice,01,12,2.0,severs,Q1_dimmest
A_dice_s0,A_dice,01,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,11,5.0,severs,Q1_dimmest
A_dice_s0,A_dice,01,5,6.403,intact,Q2
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,14,9.434,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,9,8.944,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q2
A_dice_s0,A_dice,01,3,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q2
A_dice_s0,A_dice,01,4,1.414,severs,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,14,12.53,intact,Q1_dimmest
A_dice_s0,A_dice,01,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,7,3.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,4,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q2
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,3,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q2
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q2
A_dice_s0,A_dice,01,3,1.0,severs,Q1_dimmest
A_dice_s0,A_dice,01,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,8,5.0,severs,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,10,5.099,intact,Q1_dimmest
A_dice_s0,A_dice,01,7,2.0,severs,Q2
A_dice_s0,A_dice,01,25,12.042,intact,Q1_dimmest
A_dice_s0,A_dice,01,3,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,12,13.416,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q2
A_dice_s0,A_dice,01,3,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,11,1.414,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q2
A_dice_s0,A_dice,01,2,1.414,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,14,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,01,1,1.414,intact,Q1_dimmest
A_dice_s0,A_dice,02,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,2,2.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,17,17.464,intact,Q1_dimmest
A_dice_s0,A_dice,02,2,2.236,intact,Q1_dimmest
A_dice_s0,A_dice,02,21,18.358,intact,Q1_dimmest
A_dice_s0,A_dice,02,2,2.236,intact,Q1_dimmest
A_dice_s0,A_dice,02,1,1.0,intact,Q2
A_dice_s0,A_dice,02,13,6.708,intact,Q1_dimmest
A_dice_s0,A_dice,02,22,25.456,intact,Q1_dimmest
A_dice_s0,A_dice,02,8,3.162,severs,Q1_dimmest
A_dice_s0,A_dice,02,3,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,5,1.0,severs,Q1_dimmest
A_dice_s0,A_dice,02,5,2.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,6,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,10,9.22,intact,Q1_dimmest
A_dice_s0,A_dice,02,5,2.236,severs,Q3
A_dice_s0,A_dice,02,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,13,13.342,intact,Q1_dimmest
A_dice_s0,A_dice,02,7,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,1,1.0,severs,Q1_dimmest
A_dice_s0,A_dice,02,20,16.279,intact,Q1_dimmest
A_dice_s0,A_dice,02,20,15.0,intact,Q2
A_dice_s0,A_dice,02,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,22,18.439,intact,Q1_dimmest
A_dice_s0,A_dice,02,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,7,7.211,intact,Q1_dimmest
A_dice_s0,A_dice,02,47,15.232,intact,Q1_dimmest
A_dice_s0,A_dice,02,7,6.708,intact,Q2
A_dice_s0,A_dice,02,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,3,1.0,intact,Q2
A_dice_s0,A_dice,02,1,1.0,intact,Q2
A_dice_s0,A_dice,02,1,1.0,intact,Q2
A_dice_s0,A_dice,02,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,2,1.414,intact,Q1_dimmest
A_dice_s0,A_dice,02,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,3,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,16,7.616,severs,Q1_dimmest
A_dice_s0,A_dice,02,1,1.0,intact,Q2
A_dice_s0,A_dice,02,13,12.166,intact,Q2
A_dice_s0,A_dice,02,13,10.05,intact,Q1_dimmest
A_dice_s0,A_dice,02,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,5,3.0,severs,Q1_dimmest
A_dice_s0,A_dice,02,2,1.0,intact,Q2
A_dice_s0,A_dice,02,3,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,1,1.0,intact,Q2
A_dice_s0,A_dice,02,2,1.0,intact,Q2
A_dice_s0,A_dice,02,3,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,1,1.0,intact,Q2
A_dice_s0,A_dice,02,4,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,9,9.22,intact,Q2
A_dice_s0,A_dice,02,2,1.0,intact,Q2
A_dice_s0,A_dice,02,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,1,1.0,intact,Q2
A_dice_s0,A_dice,02,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,5,1.0,intact,Q2
A_dice_s0,A_dice,02,1,1.0,intact,Q2
A_dice_s0,A_dice,02,12,7.616,intact,Q1_dimmest
A_dice_s0,A_dice,02,2,1.0,intact,Q2
A_dice_s0,A_dice,02,10,11.402,intact,Q1_dimmest
A_dice_s0,A_dice,02,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,3,1.414,severs,Q2
A_dice_s0,A_dice,02,5,1.0,intact,Q2
A_dice_s0,A_dice,02,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,12,14.318,intact,Q2
A_dice_s0,A_dice,02,9,9.055,intact,Q1_dimmest
A_dice_s0,A_dice,02,1,1.0,intact,Q2
A_dice_s0,A_dice,02,3,3.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,3,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,2,1.0,severs,Q2
A_dice_s0,A_dice,02,1,1.0,intact,Q2
A_dice_s0,A_dice,02,7,6.708,intact,Q1_dimmest
A_dice_s0,A_dice,02,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,9,9.0,intact,Q2
A_dice_s0,A_dice,02,14,3.606,intact,Q1_dimmest
A_dice_s0,A_dice,02,1,1.0,intact,Q2
A_dice_s0,A_dice,02,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,9,12.042,intact,Q1_dimmest
A_dice_s0,A_dice,02,1,1.0,intact,Q2
A_dice_s0,A_dice,02,19,8.544,intact,Q1_dimmest
A_dice_s0,A_dice,02,1,1.0,intact,Q2
A_dice_s0,A_dice,02,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,3,2.0,severs,Q2
A_dice_s0,A_dice,02,8,1.414,intact,Q1_dimmest
A_dice_s0,A_dice,02,1,1.0,intact,Q2
A_dice_s0,A_dice,02,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,1,1.0,intact,Q2
A_dice_s0,A_dice,02,5,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,1,1.0,intact,Q2
A_dice_s0,A_dice,02,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,2,1.0,intact,Q2
A_dice_s0,A_dice,02,4,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,2,2.236,intact,Q1_dimmest
A_dice_s0,A_dice,02,2,1.0,intact,Q2
A_dice_s0,A_dice,02,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,8,8.544,intact,Q2
A_dice_s0,A_dice,02,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,3,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,1,1.0,severs,Q1_dimmest
A_dice_s0,A_dice,02,3,1.0,intact,Q2
A_dice_s0,A_dice,02,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,6,2.236,intact,Q1_dimmest
A_dice_s0,A_dice,02,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,1,1.0,intact,Q2
A_dice_s0,A_dice,02,6,2.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,3,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,5,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,13,11.18,intact,Q1_dimmest
A_dice_s0,A_dice,02,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,4,2.236,intact,Q1_dimmest
A_dice_s0,A_dice,02,3,1.0,intact,Q2
A_dice_s0,A_dice,02,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,8,8.062,intact,Q1_dimmest
A_dice_s0,A_dice,02,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,1,1.0,intact,Q2
A_dice_s0,A_dice,02,1,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,2,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,11,4.123,intact,Q1_dimmest
A_dice_s0,A_dice,02,5,5.831,intact,Q1_dimmest
A_dice_s0,A_dice,02,3,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,9,5.0,severs,Q1_dimmest
A_dice_s0,A_dice,02,6,3.162,intact,Q1_dimmest
A_dice_s0,A_dice,02,7,3.162,intact,Q2
A_dice_s0,A_dice,02,7,6.708,intact,Q1_dimmest
A_dice_s0,A_dice,02,4,1.414,intact,Q1_dimmest
A_dice_s0,A_dice,02,4,1.0,intact,Q1_dimmest
A_dice_s0,A_dice,02,13,12.53,intact,Q1_dimmest
A_dice_s0,A_dice,02,48,14.318,intact,Q1_dimmest
A_dice_s0,A_dice,02,25,16.553,intact,Q1_dimmest
